,Created at,User ID,Text
0,2022-06-27 18:08:13+00:00,1541483556781826048,"""Every day I carry with me the stories of New Jersey families who are devastated by opioid addiction... They inspire my mission to end this epidemic and to push these bills through Congress."" Poignant sentiment and terrific leadership from @AndyKimNJ.
https://t.co/XS0mNsXrmd"
1,2022-06-24 18:41:23+00:00,1540404739162128384,"For anyone experiencing stress and anxiety following today’s SCOTUS ruling, you are not alone. #RoeVsWade  https://t.co/Zq2s1HYyFx"
2,2022-06-23 20:34:36+00:00,1540070842280837120,Grateful to both the young people in @KenBurns’ new documentary for courageously sharing their stories and to the White House for elevating their voices by hosting yesterday’s vital screening and discussion regarding the youth mental health crisis. #PlainSightPBS https://t.co/y0lOM83C4g
3,2022-06-22 16:07:30+00:00,1539641236864135168,Looking forward to today's @KenBurns screening and critical discussions on alleviating the youth mental health crisis at the White House. #PlainSightPBS https://t.co/HA1ob04lVg
4,2022-06-22 00:25:54+00:00,1539404274928701442,"Hard to believe Harper will already be off to high school next year! Congratulations, Harper — you could tell by your brothers and sisters’ cheers that we are all so proud of you!! https://t.co/CMUbZ5vXf2"
5,2022-06-20 01:45:24+00:00,1538699505339707392,"RT @njdepforestfire: WILDFIRE UPDATE: Wharton State Forest – Mullica River Fire 

@njdepforestfire continues to fight a wildfire fueled by…"
6,2022-06-19 21:50:49+00:00,1538640473052819456,"And one more happy Father’s Day to my dad, an all-around fantastic grandpop! https://t.co/OLlYZDJ3C6"
7,2022-06-19 15:34:10+00:00,1538545682885365760,"Happy Father’s Day to @PJK4brainhealth who does it all, and is still just as excited for family camp-out nights in the living room as the kids. We love you so much. ♥️ https://t.co/a5vqzD7YHW"
8,2022-06-19 15:29:54+00:00,1538544609533472768,"Happy #Juneteenth! Here are great ways to celebrate in NJ today: 
https://t.co/N4a2yKgyVb"
9,2022-06-19 11:44:48+00:00,1538487961171509248,"RT @kennedysatcher: We cannot wait to hear from our keynote speakers on June 21, 2022 at our Leadership Summit! Register to listen in on ho…"
10,2022-06-19 00:26:25+00:00,1538317240705196033,"RT @kennedyforum: Today, The Kennedy Forums’s @AmyKennedy715  joins @NationalPTA to moderate a panel on addressing the youth mental health…"
11,2022-06-15 15:26:00+00:00,1537094075945472000,Looking forward to moderating “Identifying and Sustaining Solutions to the Youth Mental Health Crisis” at the upcoming @LearnLaunch #FenwayInnovationSummit on June 23. You can register at the link in their bio. Hope to see you at the ballpark! #maedu #edtech #edchat https://t.co/qJDKqTQ63E
12,2022-06-13 17:57:05+00:00,1536407322993508352,"RT @foodbankSJ: Need help? Find food assistance 𝐓𝐎𝐃𝐀𝐘, Monday, June 13, at these locations.* For more dates &amp; locations, visit https://t.co…"
13,2022-06-11 20:11:09+00:00,1535716286092697603,Powerful to march and speak in #OceanCity as thousands unite at #MarchForOurLives events nationally. We marched to demand bold action from our elected officials —@timalexander @NJDSC @MSuleiman @emilymcg_14 @julia_hankerson https://t.co/FY9xKZAYfc
14,2022-06-10 22:35:52+00:00,1535390317049937926,RT @MentalHealthAm: Rebecca Bagley discussed @kennedyforum’s efforts around the Wit v. United Behavioral Health case. #MHAConf22 https://t.…
15,2022-06-10 14:09:22+00:00,1535262851337703424,RT @eldoctormancini: Amazing Youth Mental Health Panel at @MentalHealthAm #MHAConf22 https://t.co/Yjc1IfiyJV
16,2022-06-09 20:09:04+00:00,1534990985423470596,"Looking forward to introducing @MentalHealthAm's Young Mental Health Leaders panel during tomorrow's annual conference! You can read more about the incredible work of these young advocates here:
https://t.co/WX6F0uGIIp"
17,2022-06-08 14:37:03+00:00,1534545044274827269,"Congratulations to @talexander_NJ02 for a well-deserved primary win! Looking forward to supporting your fight to bring real representation to South Jersey.
https://t.co/2xOrwM1Pl8"
18,2022-06-07 17:25:20+00:00,1534225004661026819,"Make your voice heard, New Jersey! More information on how to vote in today's primaries here: https://t.co/WW8BLQqe0C https://t.co/rZCaP2EDae"
19,2022-06-03 17:44:07+00:00,1532780179956944897,"It's been 10 days since the deadliest school shooting in over a decade. On a day like this, we can find hope in looking to leaders like @GabbyGiffords and organizations like @MomsDemand, who have fought for the gun-safety reform we need for years. #NationalGunViolenceAwarenessDay https://t.co/DIAZJUZQSr"
20,2022-06-01 20:46:17+00:00,1532101250657001473,"When I met with New Jersey educators for our panel discussion yesterday, they shared many sentiments described here. We are not doing enough to support youth mental health, and teachers and school administration feel the consequences.
https://t.co/7TeswKCBJp"
21,2022-05-31 19:47:37+00:00,1531724099092979713,"Especially following the events of last week, it's vital to seek out care if you or a loved one is struggling. Great resources in this article.
https://t.co/EFUiB9TlZn"
22,2022-05-31 14:14:49+00:00,1531640344466579456,"Today, I'll be contributing to a panel discussion on ""Investing in NJ Families: Building School and Community Youth Mental Health Services"". Attendance is free and all are welcome! The event begins at 4pm at Stockton University's Campus Center Theater.
https://t.co/3klM9C13ER"
23,2022-05-25 22:45:43+00:00,1529594592227647488,"The tragedies in Buffalo and Texas this past week feel unspeakable, and yet we cannot move forward without addressing what has occurred and how to keep our children safe -- in all ways.
https://t.co/fSx3uu3gso"
24,2022-05-25 18:05:54+00:00,1529524172673716224,We are live now for the webinar Q&amp;A! https://t.co/yn1pMCkBKD
25,2022-05-24 21:49:50+00:00,1529218138671403008,RT @MomsDemand: Our children deserve #MoreThanThoughtsAndPrayers from our elected leaders to end to protect them from gun violence—in their…
26,2022-05-20 19:51:43+00:00,1527738862868504576,"Special shoutout to @heypromly, @MHA_AC, @SPTSUSA, and Brigantine staff for taking the time to offer guidance to students on the importance of supporting your mental health at today's #MentalHealthAwareness event! https://t.co/v4T5P84YLw"
27,2022-05-19 23:52:47+00:00,1527437140598177792,Harpers last middle school concert! Great job! https://t.co/hPSLVC75MZ
28,2022-05-19 13:53:35+00:00,1527286348557668352,"It's officially #MentalHealthActionDay! To commemorate our need to take action and foster change, I'll be hosting a Q&amp;A with @hellobrightline Behavioral Therapist Lina Rodas this afternoon. You can view our discussion here: https://t.co/VIk3Yi7RXx https://t.co/OJAK4HertD"
29,2022-05-18 17:25:56+00:00,1526977399811977216,"Today, @FLOTUS, @Surgeon_General, @selenagomez, and young advocates led ""A White House Conversation on Youth Mental Health."" It was heartening to be surrounded by individuals discussing the importance of an action-based path forward for combatting the youth mental health crisis. https://t.co/kWvxcB0tsU"
30,2022-05-18 17:18:02+00:00,1526975410944319490,"""Helping Every Student in Need: A 5 Year Vision for School-Based Mental Health"" begins in T-minus 40 minutes! You can tune in here: https://t.co/ls27fiCpB2 https://t.co/JVKorh1l4N"
31,2022-05-18 17:01:02+00:00,1526971133181960194,"RT @MentalHealthAm: MHA’s Chief Public Policy Officer, Mary Gilberti, and board member @AmyKennedy715 are visiting the White House today fo…"
32,2022-05-13 14:24:15+00:00,1525119738342408192,"I'm looking forward to co-hosting ""Helping Every Student in Need: A 5 Year Vision for School-Based Mental Health"" on May 18 and May 25 with @EffSchSol, presented by @MentalHealthAm and sponsored by @samhsagov. You can register to view our discussions here: https://t.co/VxyPri98XN https://t.co/vxfgsOIPqG"
33,2022-05-10 14:05:06+00:00,1524027754991308805,"In direct contrast to recommended best practices for supporting suicidal youth, kids are forced to wait for effective treatment in ERs for days, sometimes weeks. There is nowhere else for them to go.
https://t.co/2sk43v3Am1"
34,2022-05-08 21:30:59+00:00,1523415189852672001,"Happy Mother’s Day to my mom! A picture from yesterday because I have too many to choose from- thousands of photos with my mom skiing, skating, baking, walking, always active, always smiling! How lucky are we! https://t.co/7zWwtp9Thy"
35,2022-05-08 17:11:37+00:00,1523349916386357248,God Bless Nora! She made her first Holy Communion yesterday. Harper was an altar server and Nell and Owen brought up the gifts.  A beautiful day despite the weather! https://t.co/8myvynNq1O
36,2022-05-06 15:38:41+00:00,1522601753132290049,The importance and impact of early treatment cannot be ignored. @OnOurSleeves provides free mental health resources nationwide to educate families and support our youth. #ChildrensMentalHealthWeek https://t.co/mbI7OiinJG
37,2022-05-05 18:49:45+00:00,1522287451481554945,"RT @kennedyforum: In celebration of #MentalHealthAction Day, we’re hosting a free Facebook Live session to discuss the most common mental h…"
